Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter,Shipping_Days,Profit_Margin,Revenue_per_Unit,Discount_Tier,Category_Enc,Segment_Enc,Region_Enc,Ship_Mode_Enc
CA-2020-156880,2021-08-07 15:57:15.725007504,2021-08-08 15:57:15.725007504,Standard Class,Home Office,East,Furniture,Tables,526.29,4,0.0,39.04,2021,8,3,1,0.0742,131.57,No Discount,0,2,1,3
CA-2022-937023,2021-08-07 19:27:38.961272880,2021-08-12 19:27:38.961272880,First Class,Home Office,West,Office Supplies,Binders,142.39,12,0.1,38.76,2021,8,3,5,0.2722,11.87,Low,1,2,3,0
CA-2021-326002,2021-08-07 22:58:02.197538272,2021-08-11 22:58:02.197538272,Second Class,Consumer,East,Furniture,Furnishings,415.68,10,0.2,-5.75,2021,8,3,4,-0.0138,41.57,Low,0,0,1,2
CA-2022-415283,2021-08-08 02:28:25.433803664,2021-08-12 02:28:25.433803664,Second Class,Home Office,East,Office Supplies,Art,66.39,2,0.2,11.26,2021,8,3,4,0.1696,33.2,Low,1,2,1,2
CA-2019-170749,2021-08-08 05:58:48.670069040,2021-08-10 05:58:48.670069040,Second Class,Home Office,West,Office Supplies,Storage,37.44,9,0.1,3.27,2021,8,3,2,0.0873,4.16,Low,1,2,3,2
CA-2019-140556,2021-08-08 09:29:11.906334432,2021-08-13 09:29:11.906334432,Second Class,Corporate,West,Technology,Accessories,89.02,6,0.3,-0.27,2021,8,3,5,-0.003,14.84,Medium,2,1,3,2
CA-2022-510171,2021-08-08 12:59:35.142599824,2021-08-10 12:59:35.142599824,First Class,Corporate,Central,Office Supplies,Binders,254.71,5,0.0,23.5,2021,8,3,2,0.0923,50.94,No Discount,1,1,0,0
CA-2020-165259,2021-08-08 16:29:58.378865200,2021-08-09 16:29:58.378865200,Same Day,Home Office,South,Office Supplies,Storage,49.57,13,0.3,4.65,2021,8,3,1,0.0938,3.81,Medium,1,2,2,1
CA-2019-530633,2021-08-08 20:00:21.615130592,2021-08-14 20:00:21.615130592,First Class,Home Office,West,Furniture,Furnishings,334.08,5,0.0,96.38,2021,8,3,6,0.2885,66.82,No Discount,0,2,3,0
CA-2021-682056,2021-08-08 23:30:44.851395968,2021-08-13 23:30:44.851395968,Same Day,Corporate,East,Technology,Copiers,834.36,8,0.0,279.57,2021,8,3,5,0.3351,104.3,No Discount,2,1,1,1
CA-2019-757946,2021-08-09 03:01:08.087661360,2021-08-12 03:01:08.087661360,Standard Class,Home Office,Central,Furniture,Tables,28.35,5,0.0,4.24,2021,8,3,3,0.1496,5.67,No Discount,0,2,0,3
CA-2019-781704,2021-08-09 06:31:31.323926752,2021-08-11 06:31:31.323926752,Standard Class,Corporate,West,Furniture,Tables,772.44,8,0.0,182.57,2021,8,3,2,0.2364,96.56,No Discount,0,1,3,3
CA-2020-489904,2021-08-09 10:01:54.560192128,2021-08-13 10:01:54.560192128,Same Day,Corporate,West,Technology,Machines,956.81,8,0.4,-24.4,2021,8,3,4,-0.0255,119.6,Medium,2,1,3,1
CA-2019-640545,2021-08-09 13:32:17.796457520,2021-08-11 13:32:17.796457520,Standard Class,Corporate,Central,Technology,Phones,893.47,1,0.0,194.2,2021,8,3,2,0.2174,893.47,No Discount,2,1,0,3
CA-2020-100762,2021-08-09 17:02:41.032722896,2021-08-14 17:02:41.032722896,First Class,Consumer,South,Technology,Machines,13.34,4,0.0,1.32,2021,8,3,5,0.099,3.34,No Discount,2,0,2,0
CA-2021-743018,2021-08-09 20:33:04.268988288,2021-08-11 20:33:04.268988288,Same Day,Corporate,West,Office Supplies,Paper,59.81,9,0.1,10.44,2021,8,3,2,0.1746,6.65,Low,1,1,3,1
CA-2020-539224,2021-08-10 00:03:27.505253680,2021-08-14 00:03:27.505253680,Standard Class,Home Office,Central,Technology,Accessories,33.48,14,0.0,10.2,2021,8,3,4,0.3047,2.39,No Discount,2,2,0,3
CA-2019-543560,2021-08-10 03:33:50.741519056,2021-08-12 03:33:50.741519056,First Class,Home Office,East,Technology,Accessories,480.27,2,0.3,76.41,2021,8,3,2,0.1591,240.14,Medium,2,2,1,0
CA-2019-608685,2021-08-10 07:04:13.977784448,2021-08-12 07:04:13.977784448,Same Day,Corporate,West,Technology,Copiers,760.46,11,0.4,-3.79,2021,8,3,2,-0.005,69.13,Medium,2,1,3,1
CA-2022-675466,2021-08-10 10:34:37.214049824,2021-08-13 10:34:37.214049824,First Class,Consumer,East,Furniture,Bookcases,51.98,4,0.0,6.27,2021,8,3,3,0.1206,13.0,No Discount,0,0,1,0
CA-2022-144934,2021-08-10 14:05:00.450315216,2021-08-11 14:05:00.450315216,Same Day,Home Office,Central,Furniture,Tables,474.82,4,0.0,142.92,2021,8,3,1,0.301,118.7,No Discount,0,2,0,1
CA-2021-153145,2021-08-10 17:35:23.686580608,2021-08-17 17:35:23.686580608,First Class,Corporate,South,Office Supplies,Paper,47.76,1,0.0,16.71,2021,8,3,7,0.3499,47.76,No Discount,1,1,2,0
CA-2021-261923,2021-08-10 21:05:46.922845984,2021-08-14 21:05:46.922845984,Standard Class,Home Office,West,Furniture,Furnishings,667.58,10,0.1,75.53,2021,8,3,4,0.1131,66.76,Low,0,2,3,3
CA-2019-275227,2021-08-11 00:36:10.159111376,2021-08-18 00:36:10.159111376,Same Day,Corporate,South,Office Supplies,Storage,61.02,10,0.0,19.97,2021,8,3,7,0.3273,6.1,No Discount,1,1,2,1
CA-2022-731981,2021-08-11 04:06:33.395376768,2021-08-12 04:06:33.395376768,Same Day,Home Office,West,Furniture,Chairs,163.86,14,0.1,48.35,2021,8,3,1,0.2951,11.7,Low,0,2,3,1
CA-2020-114722,2021-08-11 07:36:56.631642144,2021-08-14 07:36:56.631642144,Second Class,Consumer,South,Technology,Machines,242.07,7,0.2,16.63,2021,8,3,3,0.0687,34.58,Low,2,0,2,2
CA-2019-495911,2021-08-11 11:07:19.867907536,2021-08-18 11:07:19.867907536,First Class,Consumer,East,Furniture,Tables,911.1,12,0.1,195.78,2021,8,3,7,0.2149,75.92,Low,0,0,1,0
CA-2022-722309,2021-08-11 14:37:43.104172912,2021-08-17 14:37:43.104172912,Standard Class,Consumer,Central,Office Supplies,Storage,48.25,1,0.0,10.82,2021,8,3,6,0.2242,48.25,No Discount,1,0,0,3
CA-2020-604421,2021-08-11 18:08:06.340438304,2021-08-17 18:08:06.340438304,Same Day,Consumer,South,Furniture,Furnishings,208.18,5,0.0,55.51,2021,8,3,6,0.2666,41.64,No Discount,0,0,2,1
CA-2022-999885,2021-08-11 21:38:29.576703696,2021-08-16 21:38:29.576703696,Standard Class,Home Office,West,Technology,Copiers,24.41,8,0.2,-0.09,2021,8,3,5,-0.0037,3.05,Low,2,2,3,3
CA-2021-945008,2021-08-12 01:08:52.812969072,2021-08-17 01:08:52.812969072,Second Class,Home Office,South,Office Supplies,Paper,36.25,4,0.1,3.99,2021,8,3,5,0.1101,9.06,Low,1,2,2,2
CA-2021-498909,2021-08-12 04:39:16.049234464,2021-08-15 04:39:16.049234464,Same Day,Consumer,East,Technology,Copiers,1136.78,5,0.0,78.26,2021,8,3,3,0.0688,227.36,No Discount,2,0,1,1
CA-2020-909111,2021-08-12 08:09:39.285499840,2021-08-17 08:09:39.285499840,Same Day,Home Office,East,Technology,Machines,858.74,11,0.1,157.98,2021,8,3,5,0.184,78.07,Low,2,2,1,1
CA-2019-241532,2021-08-12 11:40:02.521765232,2021-08-17 11:40:02.521765232,First Class,Corporate,West,Office Supplies,Art,19.97,10,0.1,5.55,2021,8,3,5,0.2779,2.0,Low,1,1,3,0
CA-2020-670667,2021-08-12 15:10:25.758030624,2021-08-14 15:10:25.758030624,Same Day,Consumer,West,Technology,Copiers,319.7,12,0.0,69.72,2021,8,3,2,0.2181,26.64,No Discount,2,0,3,1
CA-2021-306386,2021-08-12 18:40:48.994296000,2021-08-19 18:40:48.994296000,First Class,Home Office,South,Technology,Copiers,131.33,3,0.5,-23.49,2021,8,3,7,-0.1789,43.78,High,2,2,2,0
CA-2022-625143,2021-08-12 22:11:12.230561392,2021-08-14 22:11:12.230561392,Standard Class,Corporate,Central,Furniture,Chairs,1233.54,5,0.2,282.62,2021,8,3,2,0.2291,246.71,Low,0,1,0,3
CA-2020-662976,2021-08-13 01:41:35.466826768,2021-08-15 01:41:35.466826768,First Class,Corporate,South,Technology,Copiers,546.96,12,0.2,-5.53,2021,8,3,2,-0.0101,45.58,Low,2,1,2,0
CA-2022-615481,2021-08-13 05:11:58.703092160,2021-08-19 05:11:58.703092160,Second Class,Home Office,West,Technology,Copiers,842.32,3,0.3,138.88,2021,8,3,6,0.1649,280.77,Medium,2,2,3,2
CA-2019-666950,2021-08-13 08:42:21.939357552,2021-08-20 08:42:21.939357552,First Class,Consumer,Central,Technology,Machines,750.66,4,0.2,123.31,2021,8,3,7,0.1643,187.66,Low,2,0,0,0
CA-2022-113054,2021-08-13 12:12:45.175622928,2021-08-20 12:12:45.175622928,Standard Class,Corporate,Central,Technology,Copiers,1241.41,11,0.2,174.93,2021,8,3,7,0.1409,112.86,Low,2,1,0,3
CA-2020-439826,2021-08-13 15:43:08.411888320,2021-08-16 15:43:08.411888320,First Class,Consumer,Central,Office Supplies,Labels,238.59,3,0.1,42.0,2021,8,3,3,0.176,79.53,Low,1,0,0,0
CA-2020-153733,2021-08-13 19:13:31.648153712,2021-08-19 19:13:31.648153712,Same Day,Home Office,Central,Furniture,Furnishings,13.19,5,0.1,0.52,2021,8,3,6,0.0394,2.64,Low,0,2,0,1
CA-2019-253841,2021-08-13 22:43:54.884419088,2021-08-18 22:43:54.884419088,First Class,Home Office,West,Technology,Phones,2220.6,2,0.0,444.68,2021,8,3,5,0.2003,1110.3,No Discount,2,2,3,0
CA-2020-248298,2021-08-14 02:14:18.120684480,2021-08-21 02:14:18.120684480,Same Day,Home Office,West,Technology,Copiers,1226.64,9,0.0,133.71,2021,8,3,7,0.109,136.29,No Discount,2,2,3,1
CA-2019-211708,2021-08-14 05:44:41.356949856,2021-08-15 05:44:41.356949856,Same Day,Consumer,Central,Office Supplies,Labels,38.62,3,0.0,8.56,2021,8,3,1,0.2216,12.87,No Discount,1,0,0,1
CA-2019-701794,2021-08-14 09:15:04.593215248,2021-08-20 09:15:04.593215248,Same Day,Consumer,Central,Technology,Machines,1088.66,10,0.2,91.67,2021,8,3,6,0.0842,108.87,Low,2,0,0,1
CA-2019-255874,2021-08-14 12:45:27.829480640,2021-08-18 12:45:27.829480640,First Class,Corporate,West,Office Supplies,Labels,106.71,14,0.1,21.76,2021,8,3,4,0.2039,7.62,Low,1,1,3,0
CA-2019-298213,2021-08-14 16:15:51.065746016,2021-08-21 16:15:51.065746016,Same Day,Corporate,Central,Furniture,Furnishings,630.24,1,0.2,154.25,2021,8,3,7,0.2447,630.24,Low,0,1,0,1
CA-2022-905448,2021-08-14 19:46:14.302011408,2021-08-19 19:46:14.302011408,First Class,Consumer,West,Furniture,Bookcases,99.74,5,0.2,5.82,2021,8,3,5,0.0584,19.95,Low,0,0,3,0
CA-2021-170407,2021-08-14 23:16:37.538276784,2021-08-21 23:16:37.538276784,Standard Class,Home Office,West,Technology,Accessories,627.44,4,0.0,147.46,2021,8,3,7,0.235,156.86,No Discount,2,2,3,3
CA-2021-637725,2021-08-15 02:47:00.774542176,2021-08-21 02:47:00.774542176,Same Day,Consumer,West,Technology,Machines,15.76,2,0.0,4.88,2021,8,3,6,0.3096,7.88,No Discount,2,0,3,1
CA-2020-925842,2021-08-15 06:17:24.010807568,2021-08-18 06:17:24.010807568,Standard Class,Corporate,East,Technology,Copiers,1131.23,12,0.0,88.1,2021,8,3,3,0.0779,94.27,No Discount,2,1,1,3
CA-2022-537060,2021-08-15 09:47:47.247072944,2021-08-17 09:47:47.247072944,First Class,Home Office,South,Office Supplies,Labels,241.34,12,0.0,70.01,2021,8,3,2,0.2901,20.11,No Discount,1,2,2,0
CA-2020-753011,2021-08-15 13:18:10.483338336,2021-08-19 13:18:10.483338336,Same Day,Corporate,South,Technology,Accessories,651.04,8,0.1,46.76,2021,8,3,4,0.0718,81.38,Low,2,1,2,1
CA-2020-214667,2021-08-15 16:48:33.719603712,2021-08-21 16:48:33.719603712,Standard Class,Home Office,West,Technology,Machines,431.29,9,0.2,48.34,2021,8,3,6,0.1121,47.92,Low,2,2,3,3
CA-2019-126270,2021-08-15 20:18:56.955869104,2021-08-19 20:18:56.955869104,Standard Class,Consumer,South,Furniture,Tables,517.46,6,0.0,179.79,2021,8,3,4,0.3474,86.24,No Discount,0,0,2,3
CA-2020-409357,2021-08-15 23:49:20.192134496,2021-08-19 23:49:20.192134496,Same Day,Corporate,Central,Technology,Copiers,237.04,8,0.3,46.27,2021,8,3,4,0.1952,29.63,Medium,2,1,0,1
CA-2021-665088,2021-08-16 03:19:43.428399872,2021-08-17 03:19:43.428399872,Standard Class,Home Office,East,Furniture,Tables,393.81,2,0.3,-2.07,2021,8,3,1,-0.0053,196.9,Medium,0,2,1,3
CA-2020-995950,2021-08-16 06:50:06.664665264,2021-08-22 06:50:06.664665264,First Class,Corporate,Central,Technology,Phones,761.58,11,0.0,68.18,2021,8,3,6,0.0895,69.23,No Discount,2,1,0,0
CA-2019-877239,2021-08-16 10:20:29.900930656,2021-08-22 10:20:29.900930656,Same Day,Consumer,South,Furniture,Chairs,61.58,6,0.2,14.25,2021,8,3,6,0.2314,10.26,Low,0,0,2,1
CA-2020-408576,2021-08-16 13:50:53.137196032,2021-08-23 13:50:53.137196032,Same Day,Corporate,West,Technology,Machines,90.54,1,0.0,28.8,2021,8,3,7,0.3181,90.54,No Discount,2,1,3,1
CA-2022-943602,2021-08-16 17:21:16.373461424,2021-08-18 17:21:16.373461424,Same Day,Corporate,East,Furniture,Furnishings,503.71,10,0.2,67.9,2021,8,3,2,0.1348,50.37,Low,0,1,1,1
CA-2020-425719,2021-08-16 20:51:39.609726800,2021-08-18 20:51:39.609726800,Same Day,Home Office,South,Office Supplies,Art,45.22,3,0.0,2.7,2021,8,3,2,0.0597,15.07,No Discount,1,2,2,1
CA-2019-986587,2021-08-17 00:22:02.845992192,2021-08-19 00:22:02.845992192,First Class,Home Office,South,Furniture,Bookcases,880.02,7,0.2,154.34,2021,8,3,2,0.1754,125.72,Low,0,2,2,0
CA-2020-184059,2021-08-17 03:52:26.082257584,2021-08-19 03:52:26.082257584,First Class,Consumer,South,Furniture,Tables,149.55,12,0.1,7.22,2021,8,3,2,0.0483,12.46,Low,0,0,2,0
CA-2019-384510,2021-08-17 07:22:49.318522960,2021-08-22 07:22:49.318522960,First Class,Home Office,East,Furniture,Chairs,17.34,13,0.4,2.3,2021,8,3,5,0.1326,1.33,Medium,0,2,1,0
CA-2021-816166,2021-08-17 10:53:12.554788352,2021-08-21 10:53:12.554788352,Same Day,Home Office,Central,Technology,Accessories,629.68,13,0.1,82.2,2021,8,3,4,0.1305,48.44,Low,2,2,0,1
CA-2019-618603,2021-08-17 14:23:35.791053728,2021-08-21 14:23:35.791053728,Second Class,Corporate,Central,Technology,Accessories,691.66,1,0.0,162.22,2021,8,3,4,0.2345,691.66,No Discount,2,1,0,2
CA-2020-368422,2021-08-17 17:53:59.027319120,2021-08-21 17:53:59.027319120,First Class,Consumer,South,Technology,Machines,483.91,6,0.1,40.81,2021,8,3,4,0.0843,80.65,Low,2,0,2,0
CA-2019-186252,2021-08-17 21:24:22.263584512,2021-08-24 21:24:22.263584512,Same Day,Consumer,South,Office Supplies,Paper,91.99,7,0.2,8.51,2021,8,3,7,0.0925,13.14,Low,1,0,2,1
CA-2022-700835,2021-08-18 00:54:45.499849888,2021-08-21 00:54:45.499849888,Same Day,Home Office,West,Office Supplies,Art,59.35,3,0.2,10.47,2021,8,3,3,0.1764,19.78,Low,1,2,3,1
CA-2022-359701,2021-08-18 04:25:08.736115280,2021-08-20 04:25:08.736115280,Same Day,Corporate,East,Furniture,Chairs,471.88,11,0.5,-24.72,2021,8,3,2,-0.0524,42.9,High,0,1,1,1
CA-2022-617711,2021-08-18 07:55:31.972380656,2021-08-23 07:55:31.972380656,First Class,Consumer,West,Office Supplies,Binders,10.0,8,0.3,1.54,2021,8,3,5,0.154,1.25,Medium,1,0,3,0
CA-2020-826602,2021-08-18 11:25:55.208646048,2021-08-23 11:25:55.208646048,First Class,Consumer,East,Furniture,Chairs,183.8,8,0.1,39.32,2021,8,3,5,0.2139,22.98,Low,0,0,1,0
CA-2021-531144,2021-08-18 14:56:18.444911440,2021-08-24 14:56:18.444911440,Second Class,Corporate,South,Furniture,Furnishings,94.7,5,0.0,6.93,2021,8,3,6,0.0732,18.94,No Discount,0,1,2,2
CA-2020-322011,2021-08-18 18:26:41.681176816,2021-08-24 18:26:41.681176816,First Class,Home Office,East,Furniture,Furnishings,41.84,11,0.0,9.71,2021,8,3,6,0.2321,3.8,No Discount,0,2,1,0
CA-2021-272996,2021-08-18 21:57:04.917442208,2021-08-21 21:57:04.917442208,Second Class,Home Office,South,Office Supplies,Storage,21.34,2,0.5,-0.35,2021,8,3,3,-0.0164,10.67,High,1,2,2,2
CA-2020-750809,2021-08-19 01:27:28.153707584,2021-08-26 01:27:28.153707584,Second Class,Home Office,South,Technology,Machines,127.4,2,0.4,-4.55,2021,8,3,7,-0.0357,63.7,Medium,2,2,2,2
CA-2020-180075,2021-08-19 04:57:51.389972976,2021-08-26 04:57:51.389972976,First Class,Corporate,Central,Office Supplies,Binders,289.34,5,0.0,42.48,2021,8,3,7,0.1468,57.87,No Discount,1,1,0,0
CA-2022-580728,2021-08-19 08:28:14.626238368,2021-08-22 08:28:14.626238368,Same Day,Corporate,South,Furniture,Furnishings,135.05,4,0.2,-4.2,2021,8,3,3,-0.0311,33.76,Low,0,1,2,1
CA-2020-750428,2021-08-19 11:58:37.862503744,2021-08-25 11:58:37.862503744,First Class,Consumer,South,Furniture,Bookcases,105.04,12,0.2,8.81,2021,8,3,6,0.0839,8.75,Low,0,0,2,0
CA-2019-671980,2021-08-19 15:29:01.098769136,2021-08-25 15:29:01.098769136,Second Class,Corporate,South,Office Supplies,Storage,144.08,4,0.1,14.55,2021,8,3,6,0.101,36.02,Low,1,1,2,2
CA-2022-654073,2021-08-19 18:59:24.335034528,2021-08-26 18:59:24.335034528,Same Day,Home Office,Central,Furniture,Chairs,217.28,5,0.3,40.27,2021,8,3,7,0.1853,43.46,Medium,0,2,0,1
CA-2021-158935,2021-08-19 22:29:47.571299904,2021-08-23 22:29:47.571299904,Standard Class,Consumer,East,Furniture,Bookcases,218.9,1,0.0,55.22,2021,8,3,4,0.2523,218.9,No Discount,0,0,1,3
CA-2022-956012,2021-08-20 02:00:10.807565296,2021-08-24 02:00:10.807565296,Second Class,Corporate,East,Office Supplies,Labels,46.9,7,0.3,1.78,2021,8,3,4,0.038,6.7,Medium,1,1,1,2
CA-2019-481107,2021-08-20 05:30:34.043830672,2021-08-24 05:30:34.043830672,Same Day,Corporate,East,Office Supplies,Paper,43.1,3,0.0,11.91,2021,8,3,4,0.2763,14.37,No Discount,1,1,1,1
CA-2022-214715,2021-08-20 09:00:57.280096064,2021-08-27 09:00:57.280096064,Second Class,Consumer,South,Office Supplies,Storage,31.63,10,0.1,7.39,2021,8,3,7,0.2336,3.16,Low,1,0,2,2
CA-2021-758307,2021-08-20 12:31:20.516361456,2021-08-24 12:31:20.516361456,First Class,Home Office,West,Furniture,Tables,134.94,14,0.1,19.45,2021,8,3,4,0.1441,9.64,Low,0,2,3,0
CA-2022-550273,2021-08-20 16:01:43.752626832,2021-08-26 16:01:43.752626832,Same Day,Home Office,East,Furniture,Furnishings,854.69,10,0.1,19.42,2021,8,3,6,0.0227,85.47,Low,0,2,1,1
CA-2021-803666,2021-08-20 19:32:06.988892224,2021-08-27 19:32:06.988892224,First Class,Corporate,Central,Technology,Machines,105.83,14,0.1,24.78,2021,8,3,7,0.2341,7.56,Low,2,1,0,0
CA-2020-411280,2021-08-20 23:02:30.225157600,2021-08-24 23:02:30.225157600,Same Day,Consumer,East,Technology,Phones,119.85,8,0.2,-2.75,2021,8,3,4,-0.0229,14.98,Low,2,0,1,1
CA-2021-729555,2021-08-21 02:32:53.461422992,2021-08-27 02:32:53.461422992,Standard Class,Corporate,South,Office Supplies,Paper,67.84,9,0.1,17.25,2021,8,3,6,0.2543,7.54,Low,1,1,2,3
CA-2022-941480,2021-08-21 06:03:16.697688384,2021-08-28 06:03:16.697688384,Second Class,Consumer,Central,Technology,Phones,252.64,8,0.2,12.69,2021,8,3,7,0.0502,31.58,Low,2,0,0,2
CA-2020-948465,2021-08-21 09:33:39.933953760,2021-08-23 09:33:39.933953760,Same Day,Corporate,South,Furniture,Chairs,218.95,11,0.0,52.87,2021,8,3,2,0.2415,19.9,No Discount,0,1,2,1
CA-2022-159457,2021-08-21 13:04:03.170219152,2021-08-26 13:04:03.170219152,Second Class,Home Office,West,Technology,Machines,985.63,12,0.4,71.09,2021,8,3,5,0.0721,82.14,Medium,2,2,3,2
CA-2020-959236,2021-08-21 16:34:26.406484528,2021-08-23 16:34:26.406484528,Standard Class,Consumer,West,Furniture,Tables,935.83,14,0.0,56.67,2021,8,3,2,0.0606,66.84,No Discount,0,0,3,3
CA-2022-984553,2021-08-21 20:04:49.642749920,2021-08-26 20:04:49.642749920,Same Day,Home Office,West,Office Supplies,Paper,125.06,2,0.1,14.43,2021,8,3,5,0.1154,62.53,Low,1,2,3,1
CA-2019-362049,2021-08-21 23:35:12.879015312,2021-08-22 23:35:12.879015312,Same Day,Home Office,West,Office Supplies,Art,21.42,7,0.0,4.95,2021,8,3,1,0.2311,3.06,No Discount,1,2,3,1
CA-2022-837551,2021-08-22 03:05:36.115280688,2021-08-29 03:05:36.115280688,Standard Class,Consumer,East,Furniture,Tables,1564.24,12,0.1,398.01,2021,8,3,7,0.2544,130.35,Low,0,0,1,3
CA-2019-420865,2021-08-22 06:35:59.351546080,2021-08-23 06:35:59.351546080,Second Class,Consumer,Central,Technology,Accessories,270.76,4,0.0,71.84,2021,8,3,1,0.2653,67.69,No Discount,2,0,0,2
CA-2020-320772,2021-08-22 10:06:22.587811472,2021-08-29 10:06:22.587811472,Second Class,Corporate,South,Office Supplies,Paper,14.82,13,0.4,1.76,2021,8,3,7,0.1188,1.14,Medium,1,1,2,2
CA-2021-375367,2021-08-22 13:36:45.824076848,2021-08-23 13:36:45.824076848,Standard Class,Consumer,South,Office Supplies,Paper,55.37,5,0.0,4.14,2021,8,3,1,0.0748,11.07,No Discount,1,0,2,3
CA-2022-273409,2021-08-22 17:07:09.060342240,2021-08-27 17:07:09.060342240,First Class,Corporate,South,Technology,Phones,775.21,11,0.0,55.46,2021,8,3,5,0.0715,70.47,No Discount,2,1,2,0
CA-2022-381420,2021-08-22 20:37:32.296607616,2021-08-25 20:37:32.296607616,Second Class,Consumer,Central,Technology,Copiers,52.17,10,0.2,8.56,2021,8,3,3,0.1641,5.22,Low,2,0,0,2
CA-2022-260804,2021-08-23 00:07:55.532873008,2021-08-25 00:07:55.532873008,Second Class,Home Office,West,Furniture,Furnishings,402.36,5,0.0,68.22,2021,8,3,2,0.1695,80.47,No Discount,0,2,3,2
CA-2022-727406,2021-08-23 03:38:18.769138400,2021-08-26 03:38:18.769138400,Second Class,Consumer,Central,Technology,Accessories,1171.49,11,0.3,52.12,2021,8,3,3,0.0445,106.5,Medium,2,0,0,2
CA-2020-421246,2021-08-23 07:08:42.005403776,2021-08-28 07:08:42.005403776,Same Day,Consumer,West,Technology,Copiers,182.11,9,0.3,14.8,2021,8,3,5,0.0813,20.23,Medium,2,0,3,1
CA-2019-794625,2021-08-23 10:39:05.241669168,2021-08-27 10:39:05.241669168,Same Day,Corporate,Central,Technology,Copiers,708.79,12,0.2,174.21,2021,8,3,4,0.2458,59.07,Low,2,1,0,1
CA-2022-190475,2021-08-23 14:09:28.477934544,2021-08-26 14:09:28.477934544,Second Class,Corporate,West,Furniture,Furnishings,204.27,2,0.0,14.33,2021,8,3,3,0.0702,102.14,No Discount,0,1,3,2
CA-2021-907497,2021-08-23 17:39:51.714199936,2021-08-30 17:39:51.714199936,Standard Class,Home Office,Central,Furniture,Furnishings,213.87,2,0.0,17.68,2021,8,3,7,0.0827,106.94,No Discount,0,2,0,3
CA-2022-429611,2021-08-23 21:10:14.950465328,2021-08-28 21:10:14.950465328,Same Day,Consumer,East,Office Supplies,Storage,26.37,3,0.0,7.88,2021,8,3,5,0.2988,8.79,No Discount,1,0,1,1
CA-2019-127132,2021-08-24 00:40:38.186730704,2021-08-25 00:40:38.186730704,Same Day,Corporate,East,Furniture,Bookcases,391.69,5,0.0,22.0,2021,8,3,1,0.0562,78.34,No Discount,0,1,1,1
CA-2021-333646,2021-08-24 04:11:01.422996096,2021-08-28 04:11:01.422996096,Standard Class,Consumer,East,Office Supplies,Art,35.83,12,0.0,6.63,2021,8,3,4,0.185,2.99,No Discount,1,0,1,3
CA-2021-138140,2021-08-24 07:41:24.659261472,2021-08-25 07:41:24.659261472,Standard Class,Home Office,East,Technology,Copiers,1066.37,4,0.3,141.01,2021,8,3,1,0.1322,266.59,Medium,2,2,1,3
CA-2020-128453,2021-08-24 11:11:47.895526864,2021-08-31 11:11:47.895526864,Same Day,Corporate,West,Office Supplies,Storage,263.54,10,0.1,15.44,2021,8,3,7,0.0586,26.35,Low,1,1,3,1
CA-2020-447501,2021-08-24 14:42:11.131792256,2021-08-27 14:42:11.131792256,Standard Class,Home Office,Central,Office Supplies,Binders,218.78,10,0.0,23.21,2021,8,3,3,0.1061,21.88,No Discount,1,2,0,3
CA-2020-338887,2021-08-24 18:12:34.368057632,2021-08-27 18:12:34.368057632,Standard Class,Corporate,Central,Technology,Phones,106.85,12,0.0,15.29,2021,8,3,3,0.1431,8.9,No Discount,2,1,0,3
CA-2022-296114,2021-08-24 21:42:57.604323024,2021-08-26 21:42:57.604323024,First Class,Consumer,South,Office Supplies,Storage,10.0,9,0.1,0.45,2021,8,3,2,0.045,1.11,Low,1,0,2,0
CA-2020-686679,2021-08-25 01:13:20.840588416,2021-09-01 01:13:20.840588416,First Class,Corporate,South,Furniture,Bookcases,230.83,3,0.0,58.53,2021,8,3,7,0.2536,76.94,No Discount,0,1,2,0
CA-2019-430092,2021-08-25 04:43:44.076853792,2021-08-27 04:43:44.076853792,First Class,Home Office,East,Furniture,Furnishings,522.08,1,0.3,-20.86,2021,8,3,2,-0.04,522.08,Medium,0,2,1,0
CA-2020-939356,2021-08-25 08:14:07.313119184,2021-08-30 08:14:07.313119184,First Class,Corporate,South,Furniture,Chairs,1516.9,5,0.0,179.08,2021,8,3,5,0.1181,303.38,No Discount,0,1,2,0
CA-2022-403369,2021-08-25 11:44:30.549384560,2021-08-31 11:44:30.549384560,Standard Class,Consumer,East,Furniture,Chairs,611.92,8,0.3,44.35,2021,8,3,6,0.0725,76.49,Medium,0,0,1,3
CA-2021-127606,2021-08-25 15:14:53.785649952,2021-08-28 15:14:53.785649952,Standard Class,Consumer,South,Office Supplies,Binders,69.5,1,0.2,16.7,2021,8,3,3,0.2403,69.5,Low,1,0,2,3
CA-2022-510107,2021-08-25 18:45:17.021915344,2021-08-26 18:45:17.021915344,Same Day,Home Office,East,Office Supplies,Storage,10.0,1,0.5,0.74,2021,8,3,1,0.074,10.0,High,1,2,1,1
CA-2022-904203,2021-08-25 22:15:40.258180720,2021-08-27 22:15:40.258180720,First Class,Home Office,Central,Technology,Copiers,1047.64,13,0.0,324.09,2021,8,3,2,0.3094,80.59,No Discount,2,2,0,0
